neuron_id,observed,cell_type,teacher_rate_hz,student_rate_hz
418,False,excitatory,0.1,0.1
419,False,inhibitory,26.7,24.9
420,False,excitatory,0,0
421,False,excitatory,0,0
422,False,inhibitory,2.5,3.4
423,False,excitatory,1.7,1.9
424,False,excitatory,0,0
425,False,excitatory,0.4,0.3
427,False,excitatory,0,0
428,False,excitatory,0,0
429,False,excitatory,0,0
430,False,excitatory,0.3,0.2
431,False,excitatory,0,0
432,False,excitatory,0.1,0
433,False,excitatory,0.1,0.2
434,False,inhibitory,0.2,0
435,False,excitatory,0.1,0
436,False,excitatory,0,0
437,False,excitatory,0.2,0
438,False,inhibitory,5.5,6.3
439,False,excitatory,0.1,0
440,False,excitatory,0,0
442,False,excitatory,16.4,14.7
443,False,excitatory,0.3,0.4
444,False,inhibitory,3.3,3.2
445,False,excitatory,4.4,4.4
446,False,inhibitory,52.8,52.3
447,False,excitatory,0,0
448,False,excitatory,0,0
449,False,inhibitory,17.5,18.1
450,False,excitatory,0.2,0.1
451,False,excitatory,0.5,0.7
452,False,excitatory,0,0
454,False,excitatory,0.2,0.2
455,False,inhibitory,28.8,30.3
456,False,excitatory,0,0
457,False,excitatory,0,0
458,False,excitatory,0,0
459,False,excitatory,0.2,0.1
460,False,excitatory,0.8,0.9
462,False,excitatory,3.6,3.3
463,False,inhibitory,0.6,0.7
464,False,excitatory,0,0
465,False,excitatory,0.8,1.1
466,False,excitatory,3,2.5
467,False,excitatory,1.8,1.5
469,False,excitatory,0,0
470,False,inhibitory,4.5,4.3
471,False,excitatory,0,0
472,False,excitatory,0,0
473,False,inhibitory,7.9,9.7
474,False,excitatory,1.6,1.1
475,False,excitatory,0,0
476,False,excitatory,5.1,4.6
478,False,excitatory,55.7,51.8
479,False,excitatory,1.6,1.8
480,False,excitatory,0.1,0
481,False,excitatory,0,0
483,False,inhibitory,1.8,1.9
484,False,excitatory,0.2,0.6
485,False,excitatory,6.9,4.2
486,False,excitatory,0,0
487,False,inhibitory,10.5,9.4
489,False,excitatory,9.7,10.5
490,False,inhibitory,0.6,0.3
491,False,excitatory,0.1,0.2
492,False,excitatory,0,0.1
493,False,excitatory,0.5,0.3
494,False,excitatory,0.3,0.2
495,False,inhibitory,4.9,2.4
496,False,excitatory,0,0
497,False,excitatory,0,0
498,False,excitatory,0,0
499,False,excitatory,0,0
500,False,inhibitory,0,0
501,False,excitatory,4.1,4.4
502,False,excitatory,0.1,0.1
503,False,excitatory,0,0
504,False,excitatory,3.9,4.7
505,False,excitatory,1,1.1
506,False,excitatory,0.6,0.4
507,False,excitatory,1.5,1.3
508,False,excitatory,0,0
509,False,excitatory,4.3,4.6
510,False,excitatory,0,0
511,False,excitatory,0.2,0.1
512,False,excitatory,11.2,12
513,False,excitatory,0,0
514,False,excitatory,0.1,0.1
515,False,excitatory,0.1,0.1
516,False,inhibitory,0.1,0.3
517,False,excitatory,0,0
518,False,excitatory,1.4,1.5
519,False,excitatory,0,0
520,False,excitatory,0,0
521,False,excitatory,0,0
522,False,excitatory,22.9,21.9
523,False,inhibitory,0,0
526,False,excitatory,6.2,7.8
527,False,excitatory,1.5,1.4
528,False,inhibitory,4.5,3.9
529,False,inhibitory,7,7.4
530,False,excitatory,2.2,2.3
531,False,excitatory,0,0
532,False,excitatory,17.3,16.5
534,False,excitatory,1.1,1.1
535,False,excitatory,1.2,1.1
536,False,excitatory,42.7,41.6
537,False,excitatory,0,0
538,False,excitatory,0,0
540,False,excitatory,35.6,33.4
543,False,excitatory,0,0
544,False,excitatory,0,0.1
545,False,inhibitory,0,0
546,False,excitatory,0,0
547,False,inhibitory,0.1,0.1
548,False,inhibitory,0,0
549,False,inhibitory,195.9,182.6
550,False,inhibitory,9,7.5
551,False,excitatory,14.9,14.9
552,False,excitatory,1.4,1.3
553,False,excitatory,0.1,0.1
555,False,excitatory,4.8,4.6
556,False,excitatory,0.7,0.7
557,False,inhibitory,0.3,0.3
558,False,excitatory,0,0
559,False,excitatory,3.6,5.2
561,False,excitatory,0,0
562,False,inhibitory,54.6,54.7
563,False,excitatory,0.2,0.2
564,False,excitatory,33.8,33.8
565,False,inhibitory,91,91
567,False,excitatory,0.2,0.2
568,False,excitatory,23.3,24.7
569,False,inhibitory,0.2,0.2
570,False,inhibitory,4.9,4.4
573,False,excitatory,0,0
575,False,excitatory,3.8,3.9
576,False,excitatory,28.1,26.6
577,False,excitatory,4.7,5.1
578,False,excitatory,46.3,48
580,False,excitatory,5,5.2
581,False,excitatory,0,0
583,False,inhibitory,0.8,0.6
584,False,excitatory,1.2,1.4
585,False,excitatory,0.3,0.1
586,False,inhibitory,13.1,16
587,False,inhibitory,0.3,0.1
588,False,inhibitory,16.5,17.6
589,False,excitatory,4.8,4.8
590,False,excitatory,0.1,0.3
591,False,excitatory,0,0.1
593,False,excitatory,26.1,24.7
594,False,excitatory,0,0
595,False,inhibitory,17.7,17
596,False,excitatory,0,0
597,False,excitatory,9.3,9.5
598,False,excitatory,1.6,2.3
599,False,excitatory,0,0
600,False,excitatory,0,0
602,False,excitatory,0,0
603,False,inhibitory,15.1,11.7
604,False,excitatory,1.3,1.7
605,False,excitatory,0,0
606,False,inhibitory,44,42.5
608,False,excitatory,0.1,0.1
609,False,inhibitory,24,22.4
610,False,excitatory,5,4.7
611,False,excitatory,0,0
612,False,excitatory,29.9,28.6
613,False,excitatory,0,0
614,False,excitatory,0,0
615,False,excitatory,0.9,0.8
616,False,inhibitory,51.2,51.3
617,False,excitatory,0,0
618,False,inhibitory,0.6,0.6
619,False,excitatory,0,0
620,False,inhibitory,12.5,12.3
621,False,excitatory,4.6,4.3
622,False,excitatory,0,0
623,False,excitatory,2.2,2.4
625,False,excitatory,4.5,4.5
626,False,excitatory,1.2,0.9
627,False,excitatory,4.8,4.7
629,False,excitatory,58.6,58.1
630,False,excitatory,0,0
631,False,excitatory,0,0
632,False,excitatory,0,0
633,False,inhibitory,1,0.9
634,False,excitatory,0,0
635,False,excitatory,0.1,0.2
636,False,excitatory,0,0
637,False,excitatory,0,0
638,False,excitatory,0,0
639,False,excitatory,0,0
640,False,excitatory,0.6,0.5
641,False,excitatory,1.9,2.1
642,False,excitatory,0,0
643,False,excitatory,0.1,0
644,False,inhibitory,0.1,0.3
645,False,excitatory,2.4,2.6
646,False,excitatory,0,0
647,False,excitatory,13.9,13.8
649,False,excitatory,12.5,8.8
650,False,excitatory,2.1,2.4
651,False,excitatory,0,0
652,False,excitatory,7.7,7.5
653,False,excitatory,0,0
654,False,excitatory,8,7.6
655,False,excitatory,2,1.9
656,False,inhibitory,19.3,18.2
657,False,inhibitory,0,0
658,False,excitatory,1.4,1.7
659,False,excitatory,2.7,2.5
660,False,inhibitory,0.8,0.4
661,False,excitatory,0,0
662,False,excitatory,0.2,0.3
663,False,excitatory,0.9,0.8
664,False,inhibitory,0.1,0
665,False,excitatory,3.9,4.2
666,False,excitatory,1.5,2
667,False,excitatory,0,0
668,False,inhibitory,0.3,0.3
669,False,excitatory,0,0
670,False,excitatory,0,0
672,False,excitatory,0,0
673,False,excitatory,0.7,0.7
674,False,inhibitory,0,0
675,False,excitatory,0,0
676,False,excitatory,0,0
677,False,inhibitory,36.4,31.1
678,False,excitatory,1.3,1.6
679,False,excitatory,1.2,1.1
680,False,excitatory,0,0
681,False,excitatory,4.4,5.1
682,False,inhibitory,0,0.1
683,False,excitatory,1,1.1
684,False,inhibitory,83.4,86.5
685,False,excitatory,43.1,42.1
686,False,inhibitory,7.6,7.7
687,False,excitatory,0,0
688,False,excitatory,0,0
689,False,excitatory,2.9,2.1
690,False,excitatory,2,2.7
691,False,excitatory,0.3,0.5
692,False,excitatory,10.6,10.4
693,False,excitatory,4.7,4.8
694,False,inhibitory,0,0
695,False,excitatory,16.2,17.6
697,False,excitatory,0,0
698,False,inhibitory,193.1,203.5
699,False,excitatory,4.7,4.5
700,False,inhibitory,16.6,16.5
701,False,excitatory,5.4,5.8
702,False,excitatory,0,0
703,False,excitatory,13.3,13.7
704,False,excitatory,13.1,13.7
705,False,excitatory,0,0
706,False,excitatory,13.3,14.8
707,False,excitatory,0.5,0.7
708,False,inhibitory,0,0
710,False,inhibitory,0.2,0.2
711,False,excitatory,0.1,0.1
712,False,excitatory,0,0.2
714,False,excitatory,0,0
715,False,excitatory,0.2,0.2
716,False,inhibitory,5.6,5.4
717,False,excitatory,2.9,3.1
718,False,excitatory,0,0
719,False,excitatory,6.7,7.6
720,False,excitatory,0,0
721,False,inhibitory,5.9,6
722,False,excitatory,0,0
723,False,excitatory,0,0
724,False,excitatory,0,0
725,False,inhibitory,16.1,14.8
726,False,inhibitory,0,0
727,False,inhibitory,2.3,3.2
728,False,excitatory,0.1,0.1
729,False,inhibitory,0.4,0.1
730,False,inhibitory,14.1,15.3
731,False,excitatory,7.1,7.3
732,False,excitatory,0,0
733,False,excitatory,0,0
734,False,excitatory,2.6,2.3
735,False,excitatory,0.1,0.2
736,False,inhibitory,3.2,3.5
737,False,excitatory,0,0
738,False,excitatory,0.4,0.5
739,False,excitatory,1.6,1.1
742,False,excitatory,0,0
743,False,excitatory,3,3.1
744,False,excitatory,0,0
746,False,inhibitory,33.1,32.5
747,False,inhibitory,5.8,6.9
748,False,excitatory,0,0
749,False,inhibitory,2,2.2
750,False,excitatory,0,0
751,False,excitatory,0.8,0.9
752,False,excitatory,3.6,4.5
753,False,excitatory,0.2,0.2
754,False,excitatory,5.3,4.3
755,False,excitatory,0.9,0.7
756,False,excitatory,0,0
758,False,excitatory,0.2,0.1
759,False,excitatory,0,0
760,False,inhibitory,2.2,1.5
761,False,excitatory,1.6,1.6
762,False,excitatory,0.3,0.3
763,False,excitatory,0.3,0.2
764,False,excitatory,0.3,0.1
765,False,excitatory,0.2,0.2
766,False,excitatory,0,0
767,False,excitatory,8.2,7.5
768,False,excitatory,0,0
769,False,excitatory,6.4,5.4
770,False,inhibitory,1.8,2.4
772,False,excitatory,0,0
773,False,excitatory,0,0
774,False,excitatory,1.2,1.1
775,False,excitatory,6.6,8.3
776,False,excitatory,0,0
777,False,excitatory,0,0
778,False,excitatory,0.4,0.3
779,False,excitatory,0.1,0.1
780,False,excitatory,2.8,2.4
781,False,excitatory,0,0
782,False,excitatory,9.7,10.6
784,False,inhibitory,9.4,6.6
785,False,excitatory,0,0
786,False,excitatory,0.2,0.2
787,False,excitatory,1.7,1.5
789,False,excitatory,0,0
790,False,excitatory,8.2,8.2
791,False,excitatory,19.9,20.1
793,False,excitatory,0.1,0
794,False,inhibitory,4.7,4.8
795,False,excitatory,0.1,0.1
796,False,inhibitory,62.6,65.9
797,False,excitatory,0.1,0.2
798,False,excitatory,25.5,23.9
800,False,excitatory,0.9,1.2
801,False,excitatory,0,0
802,False,excitatory,0,0
803,False,inhibitory,0,0
804,False,excitatory,0,0
805,False,excitatory,0.1,0.1
806,False,excitatory,6.7,6.5
807,False,excitatory,21.9,20.5
809,False,inhibitory,0,0.1
810,False,excitatory,0.6,0.5
811,False,excitatory,0,0
812,False,excitatory,1,0.9
813,False,excitatory,12.3,12.1
816,False,excitatory,0.7,0.6
818,False,excitatory,0,0
819,False,inhibitory,21.4,20.4
820,False,inhibitory,59.6,56.2
821,False,excitatory,0.5,0.7
822,False,inhibitory,13.6,12.1
823,False,excitatory,2.9,2.4
824,False,excitatory,0,0
825,False,excitatory,0,0
826,False,excitatory,0,0
827,False,excitatory,2.1,2.2
828,False,excitatory,5.8,5.2
829,False,excitatory,2.4,2.6
831,False,excitatory,0,0
832,False,excitatory,0,0
834,False,excitatory,0,0
835,False,excitatory,0.1,0.2
836,False,excitatory,2.1,1.6
837,False,inhibitory,0.4,0.2
838,False,excitatory,1,1
839,False,excitatory,1.6,1.8
840,False,excitatory,0,0
841,False,excitatory,0.1,0.1
842,False,excitatory,0.2,0.2
843,False,excitatory,0,0
844,False,excitatory,0,0
845,False,excitatory,0,0
846,False,excitatory,0,0
847,False,excitatory,0,0
848,False,excitatory,0,0
849,False,excitatory,0,0
850,False,inhibitory,0.7,0.7
851,False,excitatory,24.2,23
852,False,excitatory,0.1,0
853,False,excitatory,0,0
854,False,excitatory,0.5,0.6
855,False,inhibitory,3.6,2.7
856,False,excitatory,2.1,2.1
858,False,inhibitory,0.6,0.4
859,False,excitatory,0.3,0.2
860,False,excitatory,0.2,0
861,False,excitatory,18.4,18.9
862,False,excitatory,7.2,6.7
864,False,excitatory,2.8,2.9
865,False,excitatory,0,0
866,False,excitatory,0.2,0.1
867,False,excitatory,24.9,25.1
868,False,inhibitory,29.5,26.5
870,False,inhibitory,53.5,54.3
871,False,excitatory,0,0
872,False,excitatory,0,0
874,False,excitatory,0,0.1
875,False,excitatory,0,0
877,False,excitatory,0,0
878,False,excitatory,0.7,0.7
881,False,excitatory,0.4,0.6
883,False,excitatory,5.4,4.5
884,False,excitatory,0,0
885,False,excitatory,0.7,0.9
886,False,excitatory,0,0
887,False,excitatory,0,0
888,False,excitatory,0.5,0.5
889,False,inhibitory,0,0
890,False,excitatory,3.5,3
891,False,excitatory,0,0
892,False,inhibitory,0.1,0.1
893,False,excitatory,0.4,0.5
894,False,excitatory,0.2,0.1
895,False,inhibitory,9.4,8.6
896,False,excitatory,0,0
897,False,excitatory,1.7,1.6
898,False,excitatory,0,0
899,False,excitatory,0.5,0.3
900,False,inhibitory,10.2,8.7
901,False,excitatory,0,0
902,False,inhibitory,9.6,10.5
903,False,excitatory,0,0
904,False,excitatory,13.9,14.1
905,False,excitatory,0,0
906,False,excitatory,8.9,8.2
907,False,excitatory,0,0
908,False,excitatory,1.4,1.3
910,False,excitatory,1,1.1
912,False,inhibitory,4.4,4.7
913,False,excitatory,1.1,1.3
914,False,excitatory,0,0
915,False,excitatory,0.6,0.7
916,False,excitatory,0.1,0
917,False,excitatory,1.8,1.9
918,False,excitatory,0,0.3
919,False,excitatory,0.1,0.1
920,False,excitatory,0,0
921,False,excitatory,0,0.2
922,False,excitatory,0.2,0.4
924,False,excitatory,0.2,0.3
925,False,excitatory,0.6,0.4
926,False,excitatory,0.9,0.7
927,False,excitatory,0.2,0.4
928,False,excitatory,0.8,0.8
929,False,excitatory,0,0
931,False,excitatory,0,0
933,False,excitatory,0,0
934,False,excitatory,0.2,0.2
935,False,inhibitory,0.2,0.1
936,False,excitatory,0.2,0.3
937,False,excitatory,0.2,0.2
938,False,inhibitory,101.1,113.9
939,False,excitatory,7.3,6.9
940,False,excitatory,0,0
941,False,excitatory,4.5,2.7
942,False,excitatory,0,0
943,False,inhibitory,1.8,2.2
944,False,excitatory,0,0
945,False,excitatory,0,0
946,False,excitatory,0.3,0.4
947,False,excitatory,1.3,1.4
948,False,excitatory,0.3,0.2
949,False,excitatory,4.5,4.7
950,False,inhibitory,23.8,22.1
951,False,inhibitory,0,0.2
953,False,excitatory,2.4,2.5
954,False,inhibitory,0,0
955,False,excitatory,0.1,0
956,False,excitatory,0,0
957,False,inhibitory,13.4,11.8
958,False,excitatory,6.7,6.9
959,False,excitatory,0,0
960,False,excitatory,4.7,4.9
961,False,inhibitory,0,0
962,False,excitatory,8.2,8.7
963,False,inhibitory,26.9,27
964,False,excitatory,0,0
965,False,excitatory,0,0
966,False,inhibitory,0.5,0.3
967,False,excitatory,0,0
968,False,excitatory,0.1,0.1
969,False,excitatory,2.2,2.4
970,False,inhibitory,34.7,35.3
971,False,excitatory,0,0
972,False,excitatory,0.1,0.1
973,False,excitatory,0,0
974,False,excitatory,0,0
975,False,excitatory,0,0
976,False,excitatory,3.9,3.9
977,False,excitatory,0,0
978,False,excitatory,0,0
979,False,excitatory,26,21.3
980,False,excitatory,0,0
981,False,excitatory,0.9,0.8
982,False,excitatory,0.1,0.1
983,False,excitatory,1.5,1.2
984,False,excitatory,0,0
986,False,excitatory,0.1,0.1
987,False,excitatory,0,0
988,False,excitatory,0,0
989,False,excitatory,0,0
990,False,excitatory,1.2,1.1
991,False,excitatory,27.9,28.4
992,False,excitatory,0,0
993,False,excitatory,49,49
994,False,excitatory,0,0
995,False,inhibitory,28.7,24.8
996,False,excitatory,0,0
997,False,inhibitory,16.5,13.7
998,False,inhibitory,3,1.9
999,False,excitatory,0,0
1000,False,excitatory,0,0
1001,False,excitatory,0,0
1003,False,inhibitory,0.8,0.4
1004,False,excitatory,0,0
1006,False,excitatory,0,0
1007,False,excitatory,15.6,14.7
1008,False,inhibitory,7.2,7.8
1009,False,excitatory,0.2,0.1
1010,False,inhibitory,0.1,0.2
1012,False,excitatory,3.2,2.7
1013,False,inhibitory,1.3,0.8
1014,False,excitatory,0,0
1015,False,inhibitory,2.8,3.3
1016,False,inhibitory,0,0.2
1018,False,inhibitory,0,0
1019,False,excitatory,0.3,0.3
1020,False,excitatory,0.3,0.2
1022,False,inhibitory,6.9,8.3
1023,False,excitatory,0,0
1024,False,excitatory,0,0.1
1025,False,excitatory,0,0
1026,False,excitatory,0,0
1027,False,inhibitory,0.3,0.5
1028,False,excitatory,0.4,1
1029,False,excitatory,2,2.1
1030,False,excitatory,42.7,37.9
1031,False,excitatory,0,0
1032,False,inhibitory,0,0.1
1034,False,excitatory,0.5,0.5
1035,False,excitatory,17.1,16.1
1036,False,excitatory,0,0
1037,False,inhibitory,0.9,0.5
1039,False,excitatory,2.2,2
1040,False,excitatory,0,0
1042,False,excitatory,0,0
1043,False,excitatory,3.9,4.2
1044,False,inhibitory,5.1,8.6
1045,False,excitatory,0.5,0.4
1046,False,excitatory,0.2,0.2
1047,False,excitatory,0,0
1048,False,excitatory,0,0
1049,False,excitatory,0,0
1050,False,excitatory,0.1,0.2
1051,False,excitatory,0.7,0.6
1052,False,excitatory,0,0
1053,False,excitatory,0,0
1054,False,excitatory,0.2,0.1
1055,False,excitatory,0,0
1056,False,excitatory,8.3,8.3
1057,False,inhibitory,119.4,103.4
1058,False,excitatory,0.2,0.1
1059,False,inhibitory,1.3,1.1
1060,False,excitatory,0,0
1061,False,excitatory,0,0
1062,False,excitatory,0,0
1063,False,excitatory,0.1,0
1064,False,excitatory,0.3,0.3
1065,False,excitatory,0.3,0.4
1066,False,inhibitory,4,2.7
1067,False,inhibitory,70.6,76.4
1068,False,inhibitory,2.9,2.2
1069,False,excitatory,0,0
1070,False,excitatory,4,4.3
1071,False,excitatory,0,0
1072,False,excitatory,0,0
1073,False,excitatory,0,0
1074,False,excitatory,0.5,0.4
1075,False,excitatory,0.2,0.5
1076,False,excitatory,0.3,0.3
1077,False,excitatory,0,0
1078,False,excitatory,3.5,3.1
1079,False,excitatory,0,0
1080,False,excitatory,0,0
1081,False,excitatory,0,0
1082,False,excitatory,0,0
1083,False,excitatory,9,8.4
1084,False,excitatory,1.8,1.6
1085,False,excitatory,0.1,0
1086,False,excitatory,8.4,7.4
1087,False,excitatory,21.6,21.1
1088,False,inhibitory,0.6,0.6
1089,False,excitatory,2.1,2
1090,False,excitatory,2.7,2.8
1091,False,inhibitory,0.9,1.1
1092,False,inhibitory,7.4,5.4
1093,False,excitatory,1.7,2.1
1094,False,excitatory,0.1,0.1
1095,False,excitatory,0,0
1097,False,excitatory,0.9,0.8
1098,False,excitatory,1.7,1.3
1099,False,excitatory,0,0
1100,False,excitatory,0,0
1102,False,excitatory,0.2,0.2
1103,False,excitatory,0,0
1104,False,excitatory,2.1,2.2
1105,False,excitatory,11.2,9.3
1106,False,inhibitory,0,0
1107,False,inhibitory,10.1,11.3
1108,False,inhibitory,2.8,1.5
1109,False,excitatory,0,0
1110,False,excitatory,0,0.1
1111,False,excitatory,0.2,0.1
1112,False,excitatory,0.2,0.3
1113,False,excitatory,0,0
1114,False,excitatory,0,0
1115,False,inhibitory,26.6,24.7
1116,False,excitatory,0.1,0
1117,False,excitatory,0,0
1118,False,excitatory,0,0
1120,False,excitatory,0.2,0.2
1121,False,excitatory,0.9,0.5
1122,False,inhibitory,186.9,185.7
1124,False,excitatory,0,0
1125,False,excitatory,0,0
1126,False,excitatory,1.1,1.4
1127,False,inhibitory,0.2,0.3
1129,False,excitatory,0.7,1.5
1130,False,excitatory,0,0
1131,False,excitatory,0,0
1132,False,excitatory,0.7,0.7
1133,False,excitatory,0.4,0.6
1134,False,excitatory,0,0
1135,False,excitatory,0,0
1136,False,excitatory,16.1,16
1137,False,excitatory,1.2,0.9
1138,False,excitatory,1.8,2.2
1140,False,excitatory,0,0.1
1141,False,excitatory,2.3,2.5
1142,False,inhibitory,0,0
1143,False,inhibitory,0,0
1144,False,excitatory,31.3,29.2
1145,False,excitatory,3,2.5
1146,False,excitatory,1.8,1.6
1147,False,excitatory,0,0
1148,False,inhibitory,26.2,27.3
1149,False,excitatory,0.6,0.4
1150,False,excitatory,0,0
1151,False,inhibitory,0.6,0.7
1153,False,excitatory,0.1,0.1
1154,False,excitatory,0.6,0.6
1155,False,inhibitory,0.4,0.3
1156,False,inhibitory,24.7,23
1157,False,excitatory,0,0
1158,False,excitatory,0,0
1159,False,excitatory,0,0
1160,False,excitatory,0,0
1161,False,excitatory,0.6,0.5
1162,False,excitatory,0,0.1
1163,False,excitatory,0.1,0
1164,False,excitatory,2.9,3.1
1165,False,inhibitory,0.6,0.4
1166,False,excitatory,0,0.1
1167,False,excitatory,4.9,4.5
1168,False,excitatory,0.7,0.3
1169,False,excitatory,0.2,0.2
1170,False,inhibitory,2.8,3.5
1171,False,excitatory,0,0
1172,False,excitatory,0,0
1173,False,excitatory,1.5,1
1174,False,inhibitory,14.7,13.1
1175,False,inhibitory,7,8.3
1176,False,inhibitory,2,1.8
1177,False,excitatory,0,0.1
1178,False,inhibitory,33.4,33.7
1180,False,excitatory,0,0
1181,False,excitatory,5.3,4.4
1182,False,excitatory,1.4,1.3
1183,False,inhibitory,12.3,12.3
1185,False,excitatory,0,0
1186,False,excitatory,0,0
1187,False,excitatory,0,0
1188,False,excitatory,0,0
1189,False,excitatory,2.4,2.2
1190,False,excitatory,0,0
1191,False,excitatory,0.5,0.4
1192,False,inhibitory,5.3,5.4
1195,False,excitatory,0.3,0.4
1196,False,excitatory,0,0
1198,False,excitatory,2.9,2.8
1199,False,excitatory,15.3,15.5
1200,False,excitatory,0,0
1202,False,excitatory,12,11.4
1203,False,excitatory,0,0
1204,False,excitatory,0.4,0.2
1205,False,inhibitory,15.5,15.7
1206,False,excitatory,20.4,19.5
1207,False,excitatory,0,0
1208,False,excitatory,0.1,0
1209,False,inhibitory,0.5,0.3
1211,False,excitatory,0,0
1212,False,inhibitory,4.7,5
1213,False,excitatory,1.2,1.4
1214,False,excitatory,0.2,0.3
1215,False,excitatory,2.1,2.2
1216,False,excitatory,13.8,12.2
1217,False,excitatory,0.5,0.3
1218,False,excitatory,6.7,6.7
1220,False,excitatory,0.1,0.1
1221,False,excitatory,1.8,1.5
1222,False,excitatory,0.1,0.1
1223,False,excitatory,0.2,0.1
1224,False,excitatory,0.1,0.1
1225,False,inhibitory,0,0
1226,False,excitatory,3.7,3.7
1227,False,inhibitory,3.4,2.7
1228,False,excitatory,0,0
1229,False,excitatory,0,0
1230,False,inhibitory,4.7,3.9
1231,False,excitatory,0,0
1232,False,excitatory,0,0
1233,False,excitatory,0,0
1235,False,excitatory,0.1,0.3
1236,False,inhibitory,0.5,0.4
1237,False,excitatory,0,0
1238,False,inhibitory,0.1,0.7
1239,False,excitatory,10.3,11.1
1240,False,inhibitory,69,66.2
1241,False,excitatory,0.4,0.3
1242,False,excitatory,0,0
1243,False,excitatory,8.2,10.7
1245,False,excitatory,0,0.1
1246,False,excitatory,0,0
1247,False,excitatory,0.2,0.2
1248,False,excitatory,0,0
1249,False,excitatory,0,0
1250,False,inhibitory,19.8,18.8
1251,False,excitatory,0,0
1252,False,excitatory,6,6.5
1253,False,excitatory,0,0
1254,False,excitatory,1.3,1.3
1255,False,excitatory,3.1,3.7
1256,False,inhibitory,0,0.1
1257,False,excitatory,9,8.7
1258,False,excitatory,0.6,0.4
1259,False,excitatory,1,1
1260,False,excitatory,0,0
1261,False,excitatory,0,0
1262,False,excitatory,0,0
1263,False,inhibitory,41.9,42.2
1264,False,inhibitory,8,6.5
1265,False,excitatory,1.3,1.4
1266,False,excitatory,0,0
1267,False,excitatory,0,0
1268,False,excitatory,15.6,13.4
1269,False,excitatory,0,0
1270,False,excitatory,0,0
1271,False,excitatory,1.9,2
1272,False,excitatory,0,0
1273,False,inhibitory,3.3,2.8
1274,False,excitatory,0.4,0.3
1275,False,excitatory,0,0
1276,False,excitatory,12.4,12.5
1277,False,inhibitory,0.7,0.4
1278,False,excitatory,0.1,0
1279,False,excitatory,0,0
1280,False,excitatory,0.1,0.1
1281,False,excitatory,0.1,0.1
1283,False,excitatory,0,0
1284,False,excitatory,0.2,0.2
1285,False,inhibitory,0.3,0.5
1287,False,excitatory,0.7,0.8
1288,False,excitatory,1.1,0.9
1289,False,excitatory,8.1,4.4
1290,False,excitatory,3.7,3.8
1291,False,excitatory,0,0
1292,False,excitatory,0,0
1293,False,excitatory,0.1,0
1294,False,excitatory,0,0
1295,False,inhibitory,10.9,8
1296,False,inhibitory,57.2,56.1
1297,False,excitatory,4.8,5
1298,False,inhibitory,116.5,110.3
1300,False,inhibitory,21.3,21.2
1301,False,excitatory,16.2,16.1
1302,False,excitatory,0,0
1303,False,inhibitory,0,0
1304,False,excitatory,0.4,0.5
1305,False,excitatory,3,3
1306,False,excitatory,0.7,0.7
1307,False,excitatory,0,0
1308,False,excitatory,0,0
1309,False,excitatory,0,0
1310,False,excitatory,0,0
1311,False,excitatory,0.5,0.6
1312,False,inhibitory,0.2,2.1
1313,False,excitatory,0.3,0.3
1314,False,inhibitory,0.3,0.1
1315,False,excitatory,0.2,0.2
1316,False,inhibitory,13.9,13.2
1317,False,excitatory,0,0
1318,False,excitatory,3.9,4
1320,False,excitatory,0,0
1321,False,inhibitory,0.9,0.6
1322,False,inhibitory,1.2,1
1323,False,excitatory,3.6,3
1324,False,excitatory,7.4,7.3
1325,False,excitatory,2.1,1.7
1326,False,excitatory,0,0
1327,False,excitatory,0,0
1328,False,excitatory,0,0
1329,False,excitatory,0.4,0.5
1330,False,inhibitory,1.4,2.3
1331,False,inhibitory,4.7,3.9
1332,False,excitatory,0,0
1333,False,inhibitory,0.1,0.1
1335,False,excitatory,1.5,2.3
1336,False,inhibitory,6.3,7.2
1337,False,inhibitory,1.9,1.9
1338,False,excitatory,0,0
1339,False,excitatory,0.2,0.2
1340,False,excitatory,0.3,0.3
1341,False,excitatory,0,0
1342,False,excitatory,0,0
1343,False,excitatory,1.6,1.5
1348,False,excitatory,64,61.2
1349,False,inhibitory,19,19.3
1350,False,excitatory,0,0
1352,False,excitatory,0,0
1353,False,excitatory,1.7,1.8
1354,False,excitatory,0,0
1355,False,inhibitory,81.5,78.8
1356,False,excitatory,0,0
1357,False,excitatory,0,0
1358,False,inhibitory,12.8,13.1
1359,False,excitatory,0.3,0.3
1360,False,excitatory,7.8,7.5
1361,False,excitatory,4,4.5
1362,False,inhibitory,0.5,0.3
1363,False,inhibitory,1.9,1.7
1364,False,excitatory,0,0
1365,False,inhibitory,9.5,10.2
1366,False,excitatory,0.1,0.1
1367,False,excitatory,0.1,0
1368,False,excitatory,4,3.8
1369,False,excitatory,0,0
1370,False,excitatory,0,0
1371,False,excitatory,0,0
1372,False,excitatory,0.1,0.3
1373,False,excitatory,0,0
1374,False,excitatory,0,0
1375,False,inhibitory,0,0
1376,False,excitatory,0,0
1377,False,excitatory,0,0
1378,False,excitatory,41.1,40.4
1379,False,excitatory,2.1,1.6
1380,False,excitatory,3.2,3.1
1381,False,excitatory,0,0
1382,False,excitatory,0,0
1383,False,excitatory,0,0
1384,False,excitatory,0,0
1385,False,excitatory,0,0
1386,False,excitatory,0.2,0
1387,False,excitatory,0,0
1389,False,excitatory,1.4,1.5
1390,False,excitatory,1.8,1.8
1391,False,excitatory,0,0
